,energy,id,tempo,valence,artista,letra,link,nome
2241,0.693,1uzcPl4GZSU9Ysl1ZcMLTb,101.227,0.914,The Temptations,"Sun a-shining, there's plenty of life. . .  
a new day is dawning sunny and bright.  
But after I've been crying all night the sun is cold  
and the new day seems old.  
Since I lost my baby, since I lost my baby.  
  
Birds are singing and the children are playing,  
there's plenty of work and the bosses are paying.  
Not a sad word should my young heart be saying,  
but fun is a bore and with money I'm poor.  
Since I lost my baby, since I lost my baby.  
  
Next time I'll be kinder, won't you please help me find her?  
Someone just remind her 'bout this love she left behind her.  
'Til I find her I'll be tryin' now, ev'ry day I'm more inclined to find her,  
inclined to find her, inclined to find my baby.  
Been a-looking ev'rywhere, baby, I really, really care.  
  
Oh, determination is fading fast. . . Inspiration is a thing of the past. . .  
Can't see my hope's gonna last. . .  
good things are bad and what's happy is sad.  
Since I lost my baby, since I lost my baby.  
I feel so bad, oo, I'll feel so sad, everything is a-wrong,  
I feel so bad, oo, I'll feel so sad, everything is a-wrong,  
  
  

",/t/temptations/since+i+lost+my+baby_20270174.html,Since I Lost My Baby
2242,0.47,6fQDAIVA6EadVnLzkn64Cr,167.643,0.231,Genesis,"Please don't ask me how I feel, I feel fine  
Oh I cry a bit, don't sleep too good, but I'm fine  
When can I see you?  
When can I see you?  
  
Again and again I ask myself was I wrong?  
Oh but time's a healer, and heaven knows I've been strong  
Maybe we could try  
Maybe we could work this time  
  
I can remember when it was easy to say I love you  
But things have changed since then, now I really can't say if I still do  
  
But I can try  
I know that the kids are well, you're a mother to the world  
But I miss my boy  
I hope he's good as gold  
  
But enough of me, tell me how are you? You look good  
Oh you've lost weight I can see, your hair looks nice, you look good  
Maybe we should try, don't say it! I know why  
  
I can remember when it was easy to say I love you  
But things have changed since then, now I really can't say if I still do  
  
But I can try  
I know that the kids are well, you're a mother to the world  
But I miss my boy  
I hope he's good as gold

",/g/genesis/please+dont+ask_20058770.html,Please Don't Ask
2243,0.738,741oLronOsunwlx4MSZ6YY,127.083,0.796,Weezer,"Debt  
On my head  
Wasting time  
On my own  
  
Sleep  
Rescue me  
Take me back  
To my home  
  
[Chorus:]  
For the times  
That you want to go and  
Bust rhymes real slow  
I'll appear  
Slap you on the face and  
Enjoy the show  
  
Cheese  
Smells so good  
On a burnt  
Piece of lamb  
  
Fag  
Of the year  
Who could beat  
Up your man?  
  
[Chorus]  
  
Ohhhh  
This dope nose  
  
[Chorus]  
  
Ohhhh  
This dope nose

",/w/weezer/dope+nose_20145614.html,Dope Nose
2244,0.831,12kwtC8jArWe7WDl30k9Fm,125.885,0.707,Deep Purple,"Operator I'm looking for a girl  
You've got to help me get through  
I don't know much about her  
So I'm relying on you  
She got rhythm but no sense of timing  
She likes living but she's got no address  
Operator you've got to get me out of this mess  
Let me tell you about her  
  
She ain't got a face  
She ain't got a name  
She ain't got a leg to stand upon  
She's out of touch  
But not out of mind  
And I've got to see again that gypsy child  
Operator this is the call of the wild  
  
She's a hitch hiker never gets a ride  
But you can bet she's on time  
She's always around but so hard to find  
She causes trouble she never takes offense  
Dirty mind a heart of gold  
Operator don't you put me on hold  
  
She ain't got a face  
She ain't got a name  
She ain't got a leg to stand upon  
She's out of touch  
But not out of mind  
And I've got to see again that gypsy child  
Operator this is the call of the wild  
  
She ain't got a face  
She ain't got a name  
She ain't got a leg to stand upon  
She's out of touch  
But not out of mind  
And I've got to see again that gypsy child  
Operator this is the call of the wild  
  
She ain't got a face  
She ain't got a name  
She's out of touch  
But not out of mind  
She ain't got a face  
She ain't got a name  
She's out of touch  
But not out of mind

",/d/deep+purple/call+of+the+wild_20038714.html,Call Of The Wild
2245,0.75,6qSVJPiAzPDfCn63hXmBIG,116.821,0.778,Iron Butterfly,"Most anything that you want girl  
Is alright by me  
Most anything that you want girl  
Is alright by me  
Girl, cause I just want to make you happy  
That's all I try to do  
Yes, I just want to make you happy  
And spend my lifetime with you  
Most anything that you want girl  
Is alright by me  
Most anything that you want girl  
Is alright by me  
Girl, cause I just want to make you happy  
That's all I try to do  
Yes, I just want to make you happy  
And spend my lifetime with you  
Most anything that you want girl  
Is alright by me  
Most anything that you want girl  
Is alright by me  
Girl, cause I just want to make you happy  
That's all I try to do  
Yes, I just want to make you happy  
And spend my lifetime with you

",/i/iron+butterfly/most+anything+you+want_20067937.html,Most Anything You Want
2246,0.355,7ycCvdd3hV9X4RHCrHP1S5,122.175,0.301,Bonnie Raitt,"I don't have to beg you to hold me  
Cause somebody else will  
You don't have to love me when I want it, no  
Cause somebody else will  
  
Your so called friends say you don't need it  
When all the time they're trying to get it  
Look out  
Your good thing is about to come to an end  
Your real good thing is about to come to an end  
  
All those nights I watched the four walls  
I did not have to watch them all alone  
When other men said they wanted me (whenever someone said)  
I didn't have to tell them I was your very own (think that I was)  
  
You have all the love that I've got baby  
Even ice melts to water and gets hot  
Look out  
Your good  
  
Gettin' myself back together  
Is going to be a big problem I know  
But when the right man says he wants me  
You can bet I won't tell him no  
  
Cause your real good

",/b/bonnie+raitt/your+good+thing+is+about+to+end_20354096.html,Your Good Thing (Is About To End)
2247,0.382,6TqGkdtcQgLY4dc2lRImGc,75.631,0.896,Hank Williams,"When my baby moved out and the blues moved in  
There wasn't nothin' I could do  
But mosey around with my head in my hands  
Lord what am I comin' to  
I just keep moanin'  
Moa-oanin' the blues.  
  
I wrote a nice, long letter  
Sayin' mama please come home  
Your dad-ad-dy is lon-one-some  
And all I [am] do is moan,  
I been lovin' that gal for so doggone long  
I can't afford to lose her now  
I thought I was right but I must of been wrong  
'Cause my head is startin' to bow  
And now I'm moanin'  
Moa-oanin' the blues.  
  
If you want a good gal to stay around  
You gotta treat her nice and kind  
If you do her wrong she'll leave this town  
And you'll almost lose your mind  
Then you'll moanin' moa-oanin' the blues.  
  
Aw! baby, baby, baby  
Honey baby, please come home  
Your dad-ad-dy is lon-one-some and all I do is moan  
I promise you baby that I'll be good  
And I'll never be bad no more  
I'm sittin' here waitin' for you right now  
To walk through that front door  
Then I'll stop moanin' moa-oanin' the blues.

",/h/hank+williams/moanin+the+blues_20064092.html,Moanin' The Blues
2248,0.698,04oUrratJbKFI7t78idldF,116.648,0.686,Yngwie Malmsteen,"I cast my pearls before the swine  
Sealed and delivered  
Then I drink your toast of wine  
Though it's bitter sweet  
I'm eating from you hand so neat  
Pennies from heaven  
You say you give  
You say you love  
But yet you live  
Judas...Judas  
Sightseeing through the lights  
and shades of you mighty colonnades  
No I got the picture  
of the beauty and the beast  
I am the lamb...you are the priest  
To crucify me  
You say you give  
You say you love  
But yet you live  
Judas...Judas  
To make a living...Makes no difference  
You are what you do  
Some are false and some are true  
You haven't got a clue  
I'd rather reign in hell some said  
Than serve in heaven  
You say you give  
You say you love  
But yet you live  
Judas...Judas

",/y/yngwie+malmsteen/judas_10195799.html,Judas
2249,0.368,5YgaxBGE09BdrdpEwkvpx2,136.969,0.299,Creedence Clearwater Revival,"First thing I remember was asking papa, why,  
For there were many things I didn't know.  
And daddy always smiled and took me by the hand,  
Saying, someday you'll understand.  
  
[Chorus]  
Well, I'm here to tell you now, each and every mother's son,  
That you better learn it fast, you better learn it young,  
'Cause someday never comes.  
  
Well, time and tears went by and I collected dust.  
For there were many things I didn't know.  
When daddy went away, he said, try to be a man,  
And someday you'll understand.  
  
Well, I'm here to tell you now, each and every mother's son,  
That you better learn it fast, you better learn it young,  
'Cause someday never comes.  
  
And then one day in April, I wasn't even there,  
For there were many things I didn't know.  
A son was born to me. Mama held his hand,  
Sayin' someday you'll understand.  
  
Well, I'm here to tell you now, each and every mother's son,  
That you better learn it fast, you better learn it young,  
'Cause someday never comes  
Ooo someday never comes.  
  
Think it was September, the year I went away,  
For there were many things I didn't know.  
And I still see him standing, tryin' to be a man,  
I said, someday you'll understand.  
  
Well, I'm here to tell you now, each and every mother's son,  
That you better learn it fast, you better learn it young,  
'Cause someday never comes  
Ooo someday never comes.

",/c/creedence+clearwater+revival/someday+never+comes_20034342.html,Someday Never Comes
2250,0.678,2uCMN1aoCBxlUV0xWKmKhu,128.901,0.63,Omd,"We've got to get a message to the stars above  
Like radios in heaven hearing just enough  
And every single tear drop along the way  
We put them in our pockets for a rainy day  
  
But here we are in truoble  
Like we always are  
Just praying for a mriacle  
And reaching for stars  
  
We love you  
Would die for you  
We need you  
Every day  
  
We got to get a message to the promised land  
Like semaphores in motion so they'll understand  
But every single vision that we saw today  
We didn't quite believe it in the usual way  
Yet here we are in heaven  
Who could wnat for more  
We always end up getting what we're asking for  
  
We love you  
Would die for you  
We need you  
Every day  
  
It's just another promise like we've heard before  
We're never really knowing what we're fighting for  
  
We love you  
Would die for you  
We need you  
Every day  
  
We love you  
Wouldn't leave you  
We miss you  
Far away  
  
We love you  
Would die for you  
We need you  
Every day  
  
We miss you  
Far away  
  
We love you  
Would die for you  
We need you  
Every day

",/o/omd/we+love+you_20103479.html,We Love You
2251,0.956,4u2VFNiYn4t5dkkWmjz289,139.981,0.859,Glee,"Burn baby burn  
Burn baby burn  
Burn baby burn  
Burn baby burn  
Burnin'  
  
To mass fires, yes  
One hundred stories high  
People gettin' loose y'all  
Gettin' down on the roof, do you hear?  
  
The folks was flaming  
Out of control  
It was so entertainin'  
When the boogie started to explode  
I heard somebody say  
  
Burn baby burn, disco inferno  
Burn baby burn, burn that mama down  
Burn baby burn, disco inferno  
Burn baby burn, burn that mama down  
Burnin'  
  
Satisfaction  
Came in the chain reaction  
(Burnin')  
I couldn't get enough  
Till I had to self-destroy  
  
The heat was on  
(Burnin')  
Rising to the top  
Everybody's goin' strong  
And that is when my spark got hot  
I heard somebody say  
  
Burn baby burn, disco inferno  
Burn baby burn, burn that mama down, yo  
Burn baby burn, disco inferno  
Burn baby burn, burn that mama down  
Burnin'  
  
Up above my head, I hear music in the air  
I hear music  
That makes me know  
There's somebody somewhere  
  
Satisfaction  
Came in a chain reaction, do you hear?  
I couldn't get enough  
So I had to self destruct  
  
The heat was on  
Rising to the top  
Everybody's goin' strong  
That is when my spark got hot  
I heard somebody say  
  
Burn baby burn, disco inferno  
Burn baby burn, burn that mama down  
Burn baby burn, disco inferno, yeah  
Burn baby burn, burn that mama down  
Get it  
  
Burn baby burn  
Burn baby burn, burn that mama down  
Burn baby burn, disco inferno  
Burn baby burn

",/g/glee/disco+inferno_21015833.html,Disco Inferno
2252,0.51,6Oy0MgNUWAEQrjLEGlw6gn,100.035,0.12,Phil Collins,"I think I'm goin' back  
To the things I learned so well in my youth  
I think I'm returning to  
Those days when I was young enough to know the truth  
  
Now there are no games to only pass the time  
No more electric trains, no more trees to climb  
But thinking young and growing older is no sin  
And I can play the game of life to win  
  
I can recall a time  
When I wasn't ashamed to reach out to a friend  
Now, I think I've got  
A lot more than just my toys to lend  
  
Now there's more to do than watch my sailboat glide  
But every day can be a magic carpet ride  
A little bit of courage is all we lack  
So catch me if you can, I'm goin' back  
  
Now there's more to do than watch my sailboat glide  
But every day can be a magic carpet ride  
A little bit of courage is all we lack  
So catch me if you can, I'm goin' back

",/p/phil+collins/going+back_21072540.html,Going Back
2253,0.481,1On9X3UGjN2zuHwjiWqLkL,165.614,0.239,Vanessa Williams,"Come, they told me pa-rum pum pum pum  
Our newborn King to see, pa-rum pum pum pum  
Our finest gifts we bring pa-rum pum pum pum  
To lay before the King pa-rum pum pum pum  
Rum pum pum pum. rum pum pum pum  
So to honor Him pa-rum pum pum pum  
When we come  
  
Little Baby pa-rum pum pum pum  
I am a poor boy too, pa-rum pum pum pum  
I have no gift to bring pa-rum pum pum pum  
That's fit to give our King pa- rum pum pum pum  
Rum pum pum pum, rum pum pum pum  
Shall I play for you, pa-rum pum pum pum  
on my drum?  
  
Mary nodded pa-rum pum pum pum  
The Ox and Lamb kept time pa-rum pum pum pum  
I played my drum for Him pa-rum pum pum pum  
I played my best for Him pa -rum pum pum pum  
Rum pum pum pum, rum pum pum pum  
Then He smiled at me pa-rum pum pum pum  
Me and my drum

",/v/vanessa+williams/the+little+drummer+boy_20143513.html,The Little Drummer Boy
2254,0.937,38azNLH2JwH4j8zidhY3Po,124.431,0.228,Metallica,"Obey, obey  
Come won't you stay  
Sincere, sincere  
All ends in tears  
Endure, endure  
Thoughts most impure  
Concede, concede  
But both shall we bleed  
  
Oh, Halo on fire  
The midnight knows it well  
Fast, is desire  
Creates another hell  
I fear to turn on the light  
For the darkness won't go away  
Fast, is desire  
Turn out the light  
Halo on fire  
  
Allure, allure  
Sweetness obscure  
Abide, abide  
Secrets inside  
Deprive, deprive  
To feel so alive  
Obey, obey  
Just don't turn away  
  
Oh, Halo on fire  
The midnight knows it well  
Fast, is desire  
Creates another hell  
I fear to turn on the light  
For the darkness won't go away  
Fast, is desire  
Turn out the light  
Halo on fire  
  
Prayers cannot get through  
Return to sender  
Unto which of you  
Shall I surrender  
Twisting in disguise  
Dark resurrection  
Lighting up the skies  
Wicked perfection  
  
Too dark to sleep  
Can't slip away  
Open or close  
My eyes betray  
Beyond the black  
Come won't you stay  
  
Hello darkness, say goodbye  
Hello darkness, say goodbye  
Hello darkness, say goodbye

",/m/metallica/halo+on+fire_21111992.html,Halo On Fire
2255,0.577,0d8hhM0jr82YUs5HlO5N0X,96.51,0.39,Chris Brown,"[Hook: Chris Brown]  
Man, don't play with the pussy like a banjo  
Man, don't play with the pussy like a banjo  
Man, don't play with the pussy like a banjo  
And all the hoes in the party hit the dance floor  
  
[Verse 1: Chris Brown]  
Pull up, nigga creeping  
Colder than a motherfucker  
Guess it's ho season (bitch)  
Shorty got that ass, baby girl it's nice to meet you  
With these lights off, give a fuck about your features  
I'm tryna fuck  
If it's one on one gimme that eye soap  
But if it's two of ya'll I'ma let the dice roll  
It's the weekend, I could tell you been freaking  
Cause you popping Miley Cyrus and you twerking with your eyes closed  
Go figure, skinny nigga with a suit on  
Bunch of bad bitches  
Yeah, they like me nigga, who don't?  
Drop top, everything  
We party like the roof gone  
A nigga got a problem, blaka-blaka, then we move on (blap)  
Tell 'em hold that  
If you looking for liquor, better lick up  
My liquor zing and you know that  
Bitches looking for a sponsorship, cha-ching, cause I sponsor shit  
Bitch I throw racks  
Fucked up, got me dancing on the floor  
Tryna dance in that pussy, tell me when to go  
I'm tore up, feeling like I'm 'bout to throw up  
One night with me this bitch about to blow up  
  
[Hook: Chris Brown x2]  
Man, don't play with the pussy like a banjo  
Man, don't play with the pussy like a banjo  
Man, don't play with the pussy like a banjo  
And all the hoes in the party hit the dance floor  
  
[Verse 2: Tyga]  
Ain't shit but model bitches over here  
I'm a nigga with money bitch  
Let's make that clear  
You here with a Elf ear  
Hoes in stock over here  
And the price going up by the year  
It's a good year, baby  
On my blimp shit  
You too defensive and sensitive  
That's on some mental shit  
No sense in lingering  
Can't count on you niggas man, only count Benjamins  
He my closest friend  
My wrist a wrist  
Ice the bitch  
Like it's sprained and shit  
I'm the nigga, nigga  
Yes he is, the flyest with three yes' [?]  
I take that pussy and ransom it  
When I hit the block, better have your banger  
[?]  
She fold it close, we ain't gon' ever hang  
[?]  
Bang-bang  
  
[Hook: Chris Brown x2]  
Man, don't play with the pussy like a banjo  
Man, don't play with the pussy like a banjo  
Man, don't play with the pussy like a banjo  
And all the hoes in the party hit the dance floor  
  
[Verse 3: Chris Brown]  
She was bomb but she wanted me to pay for it  
Alley-oop bitch, you know a nigga play whores  
I play with pussy, girl you know that I'm a playboy  
Clap, clap, clap then she make that booty make noise  
She make that ass wobble like a monster  
Twerk something, hurt something  
Damn, I'ma need a doctor  
A bitch with some real hair straight up out the projects  
And she turn her phone off from all them niggas she be dodging  
[?] head  
She don't give a fuck about nothing but her bread  
But when I dance in that pussy do the running man  
While all these other niggas fucking with [?]  
I'm throwing all of this money and I'm advancing these strippers  
I got my hand on the pussy she got her hand on my zipper  
She started going to work my shit got hard as a missile  
Then she say she got a twin, I started fucking her sister  
  
[Hook: Chris Brown]  
Man, don't play with the pussy like a banjo  
Man, don't play with the pussy like a banjo  
Man, don't play with the pussy like a banjo  
And all the hoes in the party hit the dance floor

",/c/chris+brown/banjo_21095685.html,Banjo
2256,0.591,3sEDALICHYNzlWCEtNV8jZ,155.04,0.712,Kate Bush,"All the banners stop waving  
And the flags stop flying  
And the silence comes over  
Thousands of soldiers  
Thousands of soldiers  
  
Who is that girl? Do I know her face?  
Who is that girl?  
  
Joanni, Joanni wears a golden cross  
And she looks so beautiful in her armour  
Joanni, Joanni blows a kiss to God  
And she never wears a ring on her finger  
  
All the cannon are firing  
And the swords are clashing  
And the horses are charging  
And the flags are flying  
And the battle is raging  
And the bells, the bells are ringing  
  
Who is that girl? Do I know her face?  
Who is that girl?  
  
Joanni, Joanni wears a golden cross  
And she looks so beautiful in her armor  
Joanni, Joanni blows a kiss to God  
And she never wears a ring on her finger  
Joanni, Joanni, Joanni, Joanni blows a kiss to God  
And she just looks beautiful in her armor  
Beautiful in her armor

",/k/kate+bush/joanni_20573230.html,Joanni
2257,0.477,2aLSHvav2qAw3CsXP0NYxL,95.091,0.346,Adam Sandler,"We just wrote this song on the bus the other day so just sit back and relax  
  
I'm the 7 foot man,  
I've committed no crime,  
Bumping my head into doorways,  
It happens all the time,  
I'm 7 feet tall,  
And I repeat,  
They don't make a ski boot that can fit my feet,  
I'm 7 feet tall,  
And I don't play basketball,  
  
I'm 7 feet tall,  
But I'm still just a man,  
So of course it hurts me a lot,  
When I walk into the ceiling fan,  
Small people say I wish I was him,  
But its been nine years since I've had a trim,  
The barber says,  
I can't reach the top of his head,  
  
7 foot man,  
(ha ha)I cannot hide,  
7 foot man,  
I know cause I've tried,  
7 foot man,  
My last girlfriend died,  
Because my penis,  
Is 7 foot wide!!!!!!!!!  
  
So the next time you see me,  
Walking around,  
And my head is right about to hit a tree branch,  
Tell me to duck down,  
And I'll pay you back ,  
Soon you will see,  
By getting you frisbee down from that tree,  
I do what i can,  
I'm the 7 foot man,  
  
7 foot man,  
7 foot man

",/a/adam+sandler/7+foot+man_20523071.html,7 Foot Man
2258,0.84,4xSxfnPALMHQFIGOiJbaCs,106.594,0.895,Primus,"Amos Moses was a Cajun.  
And lived by himself in the swamp  
Hunting alligator for a living.  
Knock 'em on the head with a stump  
The Louisiana law's gonna get you, Amos  
It ain't legal hunting alligator down in the swamp, boy  
  
Now everybody blamed his old man  
for raising him mean as a snake  
When Amos Moses was a boy,  
his Daddy would use him as alligator bait  
Tie a rope around his waist,  
throw him in the swamp  
Alligator bait on the Louisiana bayou  
  
Just about 45 minutes  
southeast of Tipidow, Louisiana  
There lived a man called Duck Bill Sam  
and his pretty wife Hannah  
They raised up a son that could  
eat up his weight in groceries  
Named him after a man of the cloth.  
They called him Amos Moses  
  
Now folks in South Louisiana  
said Amos was a helluva man  
He could trap the biggest, meanest alligator.  
He only had to use one hand  
That's all he got left  
'cause the alligator bit him. Ha ha!  
Left arm gone clean up to the elbow  
  
Just about 45 minutes  
southeast of Tipidow, Louisiana  
There lived a man called Duck Bill Sam  
and his pretty wife Hannah  
They raised up a son that could  
eat up his weight in groceries  
Named him after a man of the cloth.  
They called him Amos Moses  
  
Here comes Amos  
And you should have seen his pretty wife, Hannah  
  
Well, the Sheriff got wind that  
Amos was in the swamp hunting alligator skin  
So he hid in the swamp, I'm gonna get you boy.  
He never did come out again.  
  
Well, I wonder where the Louisiana Sheriff went to?  
Sure can get lost in the Louisiana bayou (3X)

",/p/primus/amos+moses_20257454.html,Amos Moses
2259,0.454,1IV8T9xWxJc0tSEFJit25F,103.573,0.654,Ray Charles,"Hey everybody!  
Let's have some fun  
You only live but once  
And when you're dead you're done  
So let the good times roll,  
I said let the good times roll,  
I don't care if you're young or old,  
You oughtta get together and let the good times roll-a  
  
Don't sit there mumbling  
Talkin' trash  
If you want to have a ball,  
You got to go out and spend some cash  
And let the good times roll now,  
I'm talkin' 'bout the good times,  
Well it makes no difference whether you're young or old,  
All you got to do is get together and let the good times roll  
  
Hey y'all tell everybody! Ray Charles's in town,  
I got a dollar and a quarter and I'm just ringing the clock,  
But don't let no female, play me cheap,  
I got fifty cents more than I'm gonna keep.  
So let the good times roll now,  
I tell y'all I'm gonna let the good times roll now,  
Well it don't make no difference if you're young or old,  
All you got to do is get together and let the good times roll  
Hey no matter whether, rainy weather,  
If you want to have a ball, you got to get yourself together,  
Oh, get yourself under control, woah, and let the good times roll.

",/r/ray+charles/let+the+good+times+roll_20244440.html,Let The Good Times Roll
2260,0.615,0zGpnpZkyhz4hBjrjfmFvQ,141.113,0.765,Etta James,"And on a Monday, I'm gonna love ya  
And on a Tuesday, I'm gonna hug ya  
And on a Wednesday, Thursday,  
Friday, Saturday, Sunday, gonna love ya  
  
I work for you baby, work my hand to the bone  
Care for you, baby, till the cows come home  
Do for you, baby, for the love that I seek  
Slave for you, baby, every day of the week  
  
(And on a Monday) scrub your dirty floor  
(On a Tuesday) I do a whole lot more  
(On a Wednesday) I wash your dirty clothes  
To have a little lovin' 'fore the weekend goes  
  
And I'll be (I'll be), your seven-day fool  
And I'll be (I'll be), your seven-day fool  
And I'll be (I'll be), your seven-day fool  
Only because I really love you  
  
And on a Monday, I'm gonna love ya  
And on a Tuesday, I'm gonna hug ya  
And on a Wednesday, Thursday,  
Friday, Saturday, Sunday, gonna love ya  
  
I work for you baby, work my hand to the bone  
Care for you, baby, till the cows come home  
Do for you, baby, for the love that I seek  
Slave for you, baby, every day of the week  
  
(And on a Thursday) I'll treat you oh so kind  
(And on a Friday) I'll take you out to dine  
(And on a Saturday) I'll work double time  
If you'll only say you're be mine  
  
And I'll be (I'll be), your seven-day fool  
And I'll be (I'll be), your seven-day fool  
And I'll be (I'll be), your seven-day fool  
Only because I really love you  
  
(On a Monday) ya ya I'm gonna love ya  
(Tuesday) oh I'm gonna hug ya  
(Wednesday, Thursday, Friday, Saturday)  
oh give me all of that love  
  
(And on a Monday) I scrub your dirty floor  
(On a Tuesday) I do a whole lot more  
(On a Wednesday) I wash your dirty clothes  
To have a little lovin' 'fore the weekend goes  
  
And I'll be (I'll be), your seven-day fool  
And I'll be (I'll be), your seven-day fool  
And I'll be (I'll be), your seven-day fool  
Only because I really love you  
  

",/e/etta+james/seven+day+fool_20816967.html,Seven Day Fool
2261,0.309,2lPU3kqBxYgmD66UIMC1nZ,98.46,0.196,Phish,"I am just a satellite, high above the atmosphere  
Bouncing every thing you say to someone who is meant to hear  
Sometimes on a rainy day, I lie in bed and dream of you  
So blame it on the satellite, when your message can't get through  
  
I am just a tiny wave, a minor ripple out at sea  
Moving slowly towards the shore, burdened with uncertainty  
I'm gaining power, losing speed, wondering as I near your door  
Will you hold it open for the tidal wave approaching shore?  
  
You've become an island in the hazy world surrounding me  
Offering a vast reward each time I safely cross the sea  
All too often I become lost in the fog and haze  
Clinging still, against my will, to promises of clearer days  
  
I am just a raindrop that accelerates without control  
Losing bits and pieces in descent 'til I'm no longer whole  
I am just another shooting star above that you might see  
Until I have your full attention I'll be anything but me  
Anything but me

",/p/phish/anything+but+me_20289222.html,Anything But Me
2262,0.661,1qGpq8l9ji3GpSVDnmyFRc,109.943,0.77,Donna Summer,"I can tell  
By the way you stare at me  
(Talk):  
It's deep...real deep  
Your mind's messed up  
Words just don't come easily  
(Talk):  
It should be natural  
Your invitation...baby  
Turned my head around  
Quiet conversation  
Language without sound  
Body talk...work your body  
Everybody let your body talk  
Body talk...work your body  
Everybody needs some body talk  
The guy with me  
He's just a friend of mine  
(Talk)  
It's purely platonic  
So if you're tuff enuff  
Baby step across the line  
(Talk)  
Girlfriend don't bite  
My imagination...baby  
Bound to blow my mind  
Body talk...work your body  
Everybody let your body talk  
Body talk...work your body  
Everybody needs some body talk  
Body talk  
I can hear your body talk  
Speak to me baby  
Body talk  
I can hear your body talk  
Speak to me baby  
Body talk  
I can hear your body talk  
Body talk  
I can hear your body, body, body, body  
Talk  
I get the picture...baby  
Come on over here  
Your lips ain't moving  
But I hear you loud and clear  
(Chorus out)  

",/d/donna+summer/body+talk_20042313.html,Body Talk
2263,0.737,6SyA7p58UoU7kRr2ttZ8BF,80.11,0.421,Who,"Wide awake in the middle of the night  
I wonder how she's feelin'  
Is it just a trick of the light  
Or is her ceiling peeling?  
  
She's sitting up in bed, shakin' her head  
At a copy of ""true confessions""  
Ooh, it must seem like a fairy tale  
To a woman of her profession  
  
[Chorus:]  
But was I all right? (was I all right?)  
Did I take you to the height of ecstasy?  
Was I all right? (was I all right?)  
Did a shadow of emotion cross your face  
Or was it just another trick of the light?  
[Repeat]  
  
Come on, tell me  
What's a nice girl like you doin' in a place like this?  
They don't make girls like you no more  
And I'd like to get to know you  
On closer terms than this  
But I guess you've heard it all before  
  
Lady of the night  
Won't you steal away with me?  
Lady of the night  
Won't you steal away with me?  
  
The money's lyin' on the floor, she looks at me  
Shakes her head and sighs  
Out of time, out the door  
Red light shinin' in my eyes  
  
[Chorus]  
  
All right?  
But was I all right?  
All right?

",/w/who/trick+of+the+light_20146818.html,Trick Of The Light
2264,0.818,5EVEjR0WcTbk7YPK5vAAt5,156.783,0.586,Gary Numan,"I'm playing at ice  
But I'm finding it hard  
She didn't break the wall  
She just caught me off guard  
  
Can you see ice in my eyes  
Can you see ice in my eyes  
  
I'm just a little bit sorry  
But I haven't decided why  
Could it be my memory  
Or did I ever really cry  
  
Can you see ice in my eyes  
Can you see ice in my eyes  
  
Fill my head with your false feelings  
I can't trust anything you say  
Today I missed a special friend  
That never really cared anyway  
  
Can you see ice in my eyes  
Can you see ice in my eyes  
Can you see ice in my eyes  
Can you see ice in my eyes  
  

",/g/gary+numan/ice_20058542.html,Ice
2265,0.837,0ENGJrM4g0kODzoWGHjqOr,95.909,0.493,ZZ Top,"According to Gibbons, this stands for ""mean rhythm"" and indicates  
the album's general mood. 'Straight from Bo Diddley Land'.  
  
Solid-silver beat machine  
Hunkin' down  
Funkin' up on Magazine  
On rhythmeen in New Orleans  
  
Drinkin' Dixie 45 with hot links  
In a silver Continental  
Wired as hell and doin' things  
That's what you get on rhythmeen  
  
Oh yeah, way up  
Oh yeah, way out  
Uh-huh, get on up  
Rhythmeen is down  
Rhythmeen thing  
Mean mean rhythmeen  
  
Can't get enough of that special sauce  
The backbeat's the big boss  
Here comes another dope fiend  
Tradin' up for rhythmeen  
  
Oh yeah, weird up  
Oh yeah, fear not  
Uh-huh, get on up  
Rhythmeen is down  
  
Leanin' on a silver Lincoln  
A Galaxy 500  
In a Mustang might Tchoupitoulas  
Rhythmeen up everything

",/z/zz+top/rhythmeen_20149279.html,Rhythmeen
